id,given_name,family_name,name,image,identifiers,sources,memberships
nrsr:person:1222,Gréta,Gregorová,Gréta Gregorová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1222&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1222""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1222""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2025-09-09"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:910,Gábor,Grendel,Gábor Grendel,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=910&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""910""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=910""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:971,Branislav,Gröhling,Branislav Gröhling,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=971&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""971""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=971""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1009,Jozef,Habánik,Jozef Habánik,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1009&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1009""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1009""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:874,Augustín,Hambálek,Augustín Hambálek,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=874&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""874""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=874""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1129,Jana,Hanuliaková,Jana Hanuliaková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1129&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1129""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1129""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1142,Ján,Hargaš,Ján Hargaš,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1142&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1142""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1142""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1192,Ivan,Hazucha,Ivan Hazucha,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1192&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1192""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1192""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:859,Alojz,Hlina,Alojz Hlina,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=859&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""859""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=859""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1183,Ján,Horecký,Ján Horecký,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1183&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1183""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1183""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:2"", ""name"": ""Klub KDH"", ""start_date"": ""2023-11-14"", ""end_date"": """"}]}"
nrsr:person:1219,Ján,Horváth,Ján Horváth,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1219&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1219""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1219""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2024-07-15"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1202,Ján,Hrubý,Ján Hrubý,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1202&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1202""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1202""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2025-03-25"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1188,Július,Jakab,Július Jakab,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1188&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1188""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1188""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1169,Karol,Janas,Karol Janas,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1169&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1169""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1169""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:961,Igor,Janckulík,Igor Janckulík,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=961&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""961""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=961""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:2"", ""name"": ""Klub KDH"", ""start_date"": ""2023-11-14"", ""end_date"": """"}]}"
nrsr:person:61,Dušan,Jarjabek,Dušan Jarjabek,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=61&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""61""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=61""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1121,Zora,Jaurová,Zora Jaurová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1121&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1121""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1121""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:891,Jozef,Ježík,Jozef Ježík,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=891&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""891""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=891""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1128,Beáta,Jurík,Beáta Jurík,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1128&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1128""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1128""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1218,Jozef,Kačmár,Jozef Kačmár,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1218&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1218""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1218""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2024-07-15"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1170,Peter,Kalivoda,Peter Kalivoda,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1170&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1170""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1170""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1205,Michal,Kapuš,Michal Kapuš,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1205&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1205""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1205""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1158,Daniel,Karas,Daniel Karas,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1158&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1158""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1158""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:873,Marián,Kéry,Marián Kéry,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=873&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""873""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=873""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1125,Štefan,Kišš,Štefan Kišš,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1125&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1125""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1125""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1139,Dana,Kleinert,Dana Kleinert,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1139&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1139""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1139""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1023,Peter,Kmec,Peter Kmec,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1023&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1023""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1023""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2025-11-25"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1224,Monika,Kolejáková,Monika Kolejáková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1224&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1224""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1224""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:2"", ""name"": ""Klub KDH"", ""start_date"": ""2026-02-03"", ""end_date"": """"}]}"
nrsr:person:1025,Mária,Kolíková,Mária Kolíková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1025&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1025""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1025""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1124,Ingrid,Kosová,Ingrid Kosová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1124&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1124""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1124""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1151,Peter,Kotlár,Peter Kotlár,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1151&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1151""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1151""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:907,Marek,Krajčí,Marek Krajčí,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=907&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""907""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=907""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1210,Dagmar,Kramplová,Dagmar Kramplová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1210&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1210""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1210""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1190,Rastislav,Krátky,Rastislav Krátky,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1190&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1190""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1190""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2023-11-14"", ""end_date"": ""2025-10-01""}, {""id"": ""nrsr:org:club:2"", ""name"": ""Klub KDH"", ""start_date"": ""2026-01-27"", ""end_date"": """"}]}"
nrsr:person:1032,Juraj,Krúpa,Juraj Krúpa,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1032&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1032""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1032""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
