person_id,name,given_names,family_names,group,candidate_list,constituency,dim1,dim2,dim3,weight,included
nrsr:person:691,Peter Žiga,Peter,Žiga,Klub HLAS - sociálna demokracia,,,-0.8548963898807542,0.017178599632109288,0.008862798327979439,0.9624194574099185,True
nrsr:person:705,Jozef Valocký,Jozef,Valocký,Klub SMER - sociálna demokracia,,,-0.857204691543678,0.01675531135081548,0.0023342318147285394,0.9958243841566577,True
nrsr:person:732,Jana Vaľová,Jana,Vaľová,Klub SMER - sociálna demokracia,,,-0.8190139243784397,-0.24578441016105798,0.01011225866955192,0.7011974898309357,True
nrsr:person:733,Michal Lukša,Michal,Lukša,Klub SMER - sociálna demokracia,,,-0.8581766211456656,0.019259710821220712,-4.985399713519997e-05,0.9982541606172234,True
nrsr:person:738,Pavol Goga,Pavol,Goga,Klub SMER - sociálna demokracia,,,-0.8586113346669686,0.017559884959036886,0.00838640130054748,0.9919967363002605,True
nrsr:person:761,Richard Raši,Richard,Raši,Klub HLAS - sociálna demokracia,,,-0.8371601582204412,0.502718157151051,-0.07029383706905276,0.5511272962887415,True
nrsr:person:762,Marián Saloň,Marián,Saloň,Klub SMER - sociálna demokracia,,,-0.8589855884197399,0.016092141775359562,0.0007635967030084075,0.9871971778596371,True
nrsr:person:767,Richard Sulík,Richard,Sulík,Klub Sloboda a Solidarita,,,0.9783479287722597,0.743187039098708,0.14476852331631887,0.15924334961183575,True
nrsr:person:769,Peter Šuca,Peter,Šuca,Klub SMER - sociálna demokracia,,,-0.8581036122215193,0.01659947765514954,0.001038971016561035,0.9981581694484107,True
nrsr:person:779,Ondrej Dostál,Ondrej,Dostál,Klub Sloboda a Solidarita,,,1.0864250684775156,0.059336012132387664,-0.1466280999693189,0.947588821828392,True
nrsr:person:785,Ľubomír Galko,Ľubomír,Galko,Klub SLOVENSKO - ZA ĽUDÍ,,,1.1210515843401772,0.026834607864530274,-0.20602552077266892,0.8969714786239668,True
nrsr:person:790,Igor Choma,Igor,Choma,,,,0.0,0.0,0.0,0.0,False
nrsr:person:808,Igor Matovič,Igor,Matovič,Klub SLOVENSKO - ZA ĽUDÍ,,,1.1058856085874245,0.03384722361923601,-0.2515017720017737,0.7373081676485764,True
nrsr:person:858,Štefan Kuffa,Štefan,Kuffa,,,,0.0,0.0,0.0,0.0,False
nrsr:person:859,Alojz Hlina,Alojz,Hlina,Klub Sloboda a Solidarita,,,1.0728984641573354,0.051367105981857356,-0.103881388933267,0.7939129600076794,True
nrsr:person:861,Richard Vašečka,Richard,Vašečka,Klub SLOVENSKO - ZA ĽUDÍ,,,1.0919339544422146,0.004174971990606057,-0.31263546396058667,0.8668062538246483,True
nrsr:person:862,Branislav Škripek,Branislav,Škripek,Klub KDH,,,0.9669485949247321,-0.1706035538178077,-0.3378555059369387,0.7453174307963669,True
nrsr:person:871,Vladimír Baláž,Vladimír,Baláž,Klub SMER - sociálna demokracia,,,-0.8541569584060021,0.02069954450001372,0.006389216363911916,0.990352887534347,True
nrsr:person:873,Marián Kéry,Marián,Kéry,Klub SMER - sociálna demokracia,,,-0.8575661098799682,0.017220799829277444,-0.0028683040331895114,0.9944205133127754,True
nrsr:person:874,Augustín Hambálek,Augustín,Hambálek,Klub SMER - sociálna demokracia,,,-0.8580506907775477,0.017491982410041112,0.0019347717314707879,0.9982781584094265,True
nrsr:person:877,Boris Susko,Boris,Susko,,,,0.0,0.0,0.0,0.0,False
nrsr:person:879,Róbert Puci,Róbert,Puci,Klub HLAS - sociálna demokracia,,,-0.8565873058883221,0.015777585159182518,0.004568134776300592,0.9946724901309081,True
nrsr:person:880,Ladislav Kamenický,Ladislav,Kamenický,,,,0.0,0.0,0.0,0.0,False
nrsr:person:885,Ľuboš Blaha,Ľuboš,Blaha,Klub SMER - sociálna demokracia,,,-0.7295962644536143,-0.5749372698456158,0.031247047747090053,0.2511488943017243,True
nrsr:person:891,Jozef Ježík,Jozef,Ježík,Klub SMER - sociálna demokracia,,,-0.8566018984882078,0.013496126012830385,0.0015704538955672613,0.9970722693512198,True
nrsr:person:892,Štefan Gašparovič,Štefan,Gašparovič,Klub HLAS - sociálna demokracia,,,-0.8563190220057125,0.015946490957128998,0.0037235860699886807,0.9997240253896644,True
nrsr:person:899,Peter Náhlik,Peter,Náhlik,Klub HLAS - sociálna demokracia,,,-0.8552569500894678,0.016061608825933,0.0036238328158250273,0.9910128268199325,True
nrsr:person:900,František Petro,František,Petro,Klub SMER - sociálna demokracia,,,-0.8581162067995017,0.01659991885236563,0.001224514365068856,0.9996100358766993,True
nrsr:person:905,Veronika Remišová,Veronika,Remišová,Klub SLOVENSKO - ZA ĽUDÍ,,,1.1083071467544936,0.023484322991192928,-0.2593613103502205,0.6901165092811462,True
nrsr:person:907,Marek Krajčí,Marek,Krajčí,Klub SLOVENSKO - ZA ĽUDÍ,,,1.0747515087326844,-0.005907305054494442,-0.29739653743969074,0.7787583542314108,True
nrsr:person:910,Gábor Grendel,Gábor,Grendel,Klub SLOVENSKO - ZA ĽUDÍ,,,1.1108237053501167,0.029518137318540274,-0.2503770264057387,0.8869883970674699,True
nrsr:person:918,Martina Šimkovičová,Martina,Šimkovičová,,,,0.0,0.0,0.0,0.0,False
nrsr:person:92,František Mikloško,František,Mikloško,Klub KDH,,,0.9998866107579372,-0.11489629196819337,-0.32690202999035156,0.7289269387216377,True
nrsr:person:929,Andrej Danko,Andrej,Danko,Klub Slovenská národná strana,,,-0.8479560555200272,0.01548090243180596,0.0022532030474694603,0.9878271199049687,True
nrsr:person:930,Dušan Tittel,Dušan,Tittel,Klub HLAS - sociálna demokracia,,,-0.8550524181100938,0.015725435100189887,0.0029654067165189586,0.9972162561044386,True
nrsr:person:931,Karol Farkašovský,Karol,Farkašovský,Klub Slovenská národná strana,,,-0.8496673724549004,0.010273238786913018,0.0026409718725375563,0.9962323466241108,True
nrsr:person:940,Erik Tomáš,Erik,Tomáš,,,,0.0,0.0,0.0,0.0,False
nrsr:person:941,Denisa Saková,Denisa,Saková,,,,0.0,0.0,0.0,0.0,False
nrsr:person:961,Igor Janckulík,Igor,Janckulík,Klub KDH,,,0.9803941712904857,-0.15361768485411476,-0.3924977410632544,0.9466949040688258,True
nrsr:person:962,Simona Petrík,Simona,Petrík,Klub Progresívne Slovensko,,,1.0811634538250716,0.014661400677374781,0.2647418409348074,0.8114193494198536,True
nrsr:person:966,Karol Galek,Karol,Galek,Klub Sloboda a Solidarita,,,1.0355908034765227,-0.4810088499778639,-0.022328358023161975,0.6855089331781478,True
nrsr:person:971,Branislav Gröhling,Branislav,Gröhling,Klub Sloboda a Solidarita,,,1.0704224895648224,0.05779207514391584,-0.027048495978784063,0.8432644196733902,True
nrsr:person:974,Martin Nemky,Martin,Nemky,Klub SMER - sociálna demokracia,,,-0.7569633079518024,-0.6761360698126869,0.0858927133749701,0.046633709698707726,False
nrsr:person:976,Jana Cigániková,Jana,Cigániková,Klub Sloboda a Solidarita,,,1.0463439420334362,0.06737853553267513,-0.08627496079651713,0.6891505981449708,True
nrsr:person:991,Marián Viskupič,Marián,Viskupič,Klub Sloboda a Solidarita,,,1.063052017564994,0.027575488742965906,-0.06423997625315847,0.9403774852713552,True
nrsr:person:997,Ján Blcháč,Ján,Blcháč,Klub HLAS - sociálna demokracia,,,-0.8576235849335728,0.01686092533065697,0.013007459489268859,0.9596777096507124,True
